MarMam observation ID num	MarMam individual ID num PK	Animal ID	Vernacular name	Date event observed	Date event observed confidence	Date event reported	Observation type	Gear type	Latitude 	Longitude 	Coordiante Capture method 	Location 	Area descriptor	NZ Regions	Physical population	General description of conditions	Description	Event remarks 	Platform	DOC response	Agency notified	DNA test results Haplotype	sex	Age class	Length cm	Suspected primary cause of death	Necropsy status	Necropsy results	Necropsy results details	Result confidence (for human-related cause of death only)
1274	348	H65/02	Hector's dolphin	23/12/02 0:00	Actual	2002-12-23	Entangled - caught in gear (dead)	Unknown set net	-42.4723	173.5361	Estimated location	10 m water off Omihi Camping Ground	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Caught in moki set net, 1.2 m long. Was removed from net and dumped at sea "	Not required	Commercial fishing vessel	Response not required	DOC		Unknown	Adult	120	Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1275	349	H66/03	Hector's dolphin	7/02/03 0:00	Actual	2003-02-07	Entangled - caught in gear (live and died)	Unknown set net	-42.4229	173.6804	Estimated location	"40 metres offshore from the Racecourse in South Bay, Kiakoura"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Dolphin was found fully entangled in set net. Net was cut but dolphin died in the process. Film/Photos went to massey with the carcass by mistake and we haven't got them back.	Not required	Platform not specified	Post mortem	DOC		Female	Adult	127.5	Sent for necropsy	Complete	Entanglement		Known
1276	350	H67/03	Hector's dolphin	15/02/03 0:00	Actual	2003-02-15	Dead sighting at sea	Not Applicable	-43.718823	173.103461	GPS - Observer location	"200 metres offshore, Laverick's Bay, Banks Peninsula "	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Attracted to this dolphin by an unusual splash in the area of the carcass	Not required	Platform not specified	Post mortem	DOC	I	Male	Adult	90.5	Sent for necropsy	Complete	Indeterminable		Not applicable
1277	351	H68/03	Hector's dolphin	1/05/03 0:00	Actual	2003-05-01	Beachcast (dead on shore)	Unknown	-41.74704	171.62939	GPS - Subject location	North Beach. 2 kms south of Orowaiti River	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Remains found at high tide mark. Looks like it had been washed up on previous high tide. Tail cut off	Not required	Land	Post mortem	DOC	Pending	Unknown	Adult	133	Sent for necropsy	Complete	Entanglement		Possible
1278	352	H69/03	Hector's dolphin	5/05/03 0:00	Actual	2003-05-05	Beachcast (dead on shore)	Not Applicable	-42.44952	171.19115	GPS - Subject location	Blaketown Beach. About 50 m north of Rigg Street	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Found dead (mostly skeletal) at top of beach after period of rough seas and beach erosin. Possible cuts or bite marks on tail stock	not in UoA db	Land	Post mortem	DOC	Pending	Unknown	Adult	146	Sent for necropsy	Complete	Indeterminable		Not applicable
1279	353	H70/03	Maui dolphin	4/06/03 0:00	Actual	2003-06-04	Beachcast (dead on shore)	Not Applicable	-36.8848	174.4376	GPS - Subject location	"O'Neils Beach, north of Bethell's Beach"	CEP-Kaipara South to Manukau	Auckland	WCNI	"Northwest wind of 15 knots. 2 metre swell running. High tide was
12:21 Hours, and it was overcast with 7/8 cloud cover."	Recovered by helicopter. No fishing gear found near site	"Subspecies confirmed as Maui's dolphin through DNA analysis. mtDNA haplotype G. Mircosatellites analysed, not in UoA spreadsheet, From Becca - sampled alive in 2001 (NI47) and dead in 2003 (NI92)"	Land	Post mortem	DOC	G	Male	Juvenile	134	Sent for necropsy	Complete	Natural Causes - general		Not applicable
1280	383		Hector's dolphin	10/10/03 0:00	Actual	2003-10-10	Beachcast (dead on shore)	Not Applicable	-42.26097	171.30679	GPS - Subject location	"Barrytown Beach, Buller"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Beachcast (for approx 2 weeks). Initially buried (11/10/03) and later recovered (13/10/03). Pregnant with a male foetus 	not in UoA db. Pathology report indicates pregnant with male foetus. DNA sample taken from foetus also.	Land	Post mortem	DOC	J	Female	Juvenile		Sent for necropsy		Indeterminable		
1280	354	H71/03	Hector's dolphin	10/10/03 0:00	Actual	2003-10-10	Beachcast (dead on shore)	Not Applicable	-42.26097	171.30679	GPS - Subject location	"Barrytown Beach, Buller"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Beachcast (for approx 2 weeks). Initially buried (11/10/03) and later recovered (13/10/03). Pregnant with a male foetus 	not in UoA db. Pathology report indicates pregnant with male foetus. DNA sample taken from foetus also.	Land	Post mortem	DOC	J	Female	Adult	152	Sent for necropsy	Complete	Indeterminable		Not applicable
1281	355	H72/03	Hector's dolphin	11/10/03 0:00	Actual	2003-11-09	Entangled - caught in gear (dead)	Unknown set net	-44.397	171.26261	Estimated location	1nm offshore to the south of Caroline Bay	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Observed in a net by a kayaker. Seen again (believed to be the same animal) by XXX on 9th of Nov. Dead juvenile. Incident report form incomplete	Not required	Non-motorised coastal activity	Response could not be completed	DOC		Unknown	Juvenile		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1282	356	H73/03	Hector's dolphin	24/10/03 0:00	Actual	2003-10-24	Beachcast (dead on shore)	Not Applicable	-42.89232	170.78131	GPS - Subject location	"Mikonui Mussel Bed Beach, about 30 km south of Hokitika"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Very decomposed carcass found in area known for set-netting	not in UoA db	Land	Post mortem	DOC	J	Unknown	Adult	143	Sent for necropsy	Complete	Indeterminable		Not applicable
1283	357	H74/03	Hector's dolphin	10/11/03 0:00	Actual	2003-11-10	Beachcast (dead on shore)	Unknown	-41.32691	174.14669	Estimated location	Kaikoura Bay - between Kaikoura swimming pool and Canterbury University Marine Lab	CEP-Other (South Island)	Marlborough	ECSI	Not recorded	This dolphin was deliberately cut in half (to evade discovery?). Had washed ashore recently as was still fresh when found	from UoA: no measurements because body chopped in half	Land	Post mortem	DOC	I	Unknown	Adult		Sent for necropsy	Complete	Entanglement		Possible
1284	358	H75/03	Hector's dolphin	11/11/03 0:00	Actual	2003-11-11	Beachcast (dead on shore)	Unknown	-42.301	173.7482	Estimated location	Mangamanu Bay (13 km north of Kaikoura)	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Reported by fisherman who found dolphin. Had washed in and was secure on tide line	from UoA: TL = 1.25m sample found in Kirsty's fridge Aug 06 caught in net? 	Land	Post mortem	DOC	C	Male	Adult	125.5	Sent for necropsy	Complete	Entanglement	"Pneumonia, right lobe, lobar, necrotising, subacute, associated with Aspegillus fumigatus infection. Faint lines visible on the snout and melon that may have been caused by entanglement. However, the most significant finding was severe fungal pneumonia affecting a large portion of the right lung caused by Aspergillus fumigatus, unusual in marine animals. Dolphin was extremely ill from fungal pneumonia, but its possible the cause of its demise was entanglement based on marks and pulmonary oedema"	Possible
1285	359	H76/03	Hector's dolphin	13/11/03 0:00	Actual	2003-11-13	Beachcast (dead on shore)	Not Applicable	-43.861	169.00078	GPS - Subject location	Haast Beach	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Found at high tide line. Suspect death of natural causes. Young animal probably still with parent	not in UoA db	Land	Post mortem	DOC	C	Male	Juvenile	74	Sent for necropsy	Complete	Indeterminable		Not applicable
1286	360	H77/03	Hector's dolphin	30/11/03 0:00	Actual	2003-11-30	Beachcast (dead on shore)	Not Applicable	-41.64364	171.83568	GPS - Subject location	Granity Beach	CEP-Other (South Island)	West Coast	WCSI	Not recorded	No additional information was sent with this report	not in UoA db	Land	Post mortem	DOC	Pending	Unknown	Adult	102	Sent for necropsy	Complete	Indeterminable		Not applicable
1287	361	H78/03	Hector's dolphin	5/12/03 0:00	Actual	2003-12-05	Beachcast (dead on shore)	Not Applicable	-41.7261	174.2211	Estimated location	Marfels Beach	CEP-Other (South Island)	Marlborough	ECSI	Not recorded	"Recovered from a mussel bed by public. 12 dolphins had been seen on 30/11/03 at Mussel Point (P29 120 422). On 4/12/03 visitor saw small dolphin tangled in kelp in waist deep water - supported it in water & left, happy it was floating away (P29 119 419). ____"	not in UoA db	Land	Post mortem	DOC	C	Male	Juvenile	74	Sent for necropsy	Complete	Natural causes- maternal separation		Not applicable
1288	362	H79/04	Hector's dolphin	30/01/04 0:00	Actual	2004-01-30	Beachcast (dead on shore)	Not Applicable	-43.564561	172.757471	GPS - Subject location	Sumner Beach	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Found floating in breakers and was beachcast when tide receeded	not in UoA db	Land	Post mortem	DOC	Pending	Female	Juvenile	122	Sent for necropsy	Complete	Unknown trauma	"1. Trauma fracture of the right mandibular ramus and extensive subcutaneous contusion. 2. Pneumonia, chronic, focally extensive, granulomatous. 3. Pulmonary congestion and oedema, acute, diffuse. The chronic lung pathology may have been caused by bacterial or fungal infection. Acute lung changes were terminal and probably associated with the trauma. The cause of trauma is unknown but could have been caused by a boat strike, or a predator (killer whale). Trauma and drowning are the cause of death"	Not applicable
1289	363	H80/04	Hector's dolphin	26/03/04 0:00	Actual	2004-03-26	Dead sighting at sea	Not Applicable	-43.59167	172.7783	GPS - Subject location	Taylor's Mistake Beach	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Recovered from the surf by the children of the reporter. Found to be very thin	not in UoA db	Land	Post mortem	DOC	Pending	Female	Juvenile	96	Sent for necropsy	Complete	Unknown trauma	"1. Trauma. Acute, extensive moderate to severe contusion of head and trunk. 2. Pulmonary congestion and oedema, acute, diffuse, moderate. 3. Pneumonia, chronic, granulomatous, focal, mild, associated with nematode infection. The cause of the trauma could not be ascertained. It may have been a boat strike or predator attack (killer whale). Trauma and drowning were the cause of death."	Not applicable
1290	364	H81/04	Hector's dolphin	25/04/04 0:00	Actual	2004-04-25	Dead sighting at sea	Not Applicable	-41.6771	171.5992	GPS - Observer location	3 nautical miles north of Buller River mouth	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Floating at Sea with another dolphin (mother?) in attendance. Trawler in vicinity and three other boats unloading at Westport	from UoA; TL = 1.02m sample found in fridge Aug 06 cow swimming around carcass quite agitated	Private vessel	Post mortem	DOC	J	Male	Juvenile	102	Sent for necropsy	Complete	Unknown trauma	"DIAGNOSIS: Trauma, cranial and thoracic, acute, severe, and extensive. The cause of the acute trauma affecting the head and chest region of this juvenile male dolphin could not be determined. There were no external marks to suggest entanglement although such marks are not always"	Not applicable
1291	365	H82/04	Hector's dolphin	18/05/04 0:00	Actual	2004-05-18	Beachcast (dead on shore)	Not Applicable	-43.73719	173.0948	GPS - Subject location	Le Bons bay	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Mascerated foetus in uterus. Notes state that it was ""clearly as a result of predation by a rather large shark(?)"""	not in UoA db	Land	Post mortem	DOC	Pending	Female	Adult	139.8	Sent for necropsy	Complete	Natural Causes - general	present in fisheries interaction cases. There were no bite wounds from large predators either.	Not applicable
1292	366	H83/04	Hector's dolphin	2/08/04 0:00	Actual	2004-08-02	Entangled - caught in gear (dead)	Cray pot line or floats	-42.4345	173.6901	Estimated location	"South Bay, Kaikoura"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Caught by two loops of cray pot lines by the tail stock 	Not required	Commercial fishing vessel	Post mortem	DOC		Female	Juvenile	147	Sent for necropsy	Complete	Entanglement	"1. Asphyxiation as a result of net entanglement. 2. Brucellosis - subclinical or inapparent infection. This dolphin died as a direct result of entanglement. However, submission of a variety of tissue samples to NCDI revealed that there was infection by a Brucella organism without associated pathology. The species of Brucella has yet to be determined but it is likely that it is one of the marine species known from cetaceans and pinnipeds in other parts of the world."	Known
1293	367	H84/04	Hector's dolphin	9/10/04 0:00	Actual	2004-10-09	Beachcast (dead on shore)	Not Applicable	-43.51264	172.73408	GPS - Subject location	New Brighton Beach	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Heavily pregnant (older) female 	Not required	Land	Post mortem	DOC	E	Female	Adult	143	Sent for necropsy	Complete	Natural causes - disease	"1. Pneumonia - acite, lobar, with haemorrhage, oedema, and consolidation. Associated with gram negative bacillus. 2. Gastric ulceration, glandular stomach, multifocal, chronic. This dolphin appears to have died unexpectedly from acute haemorrhagic pneumonia that is likely to be bacterial in origin based on the gross appearance. Heavily pregnant with a female foetus (MarMamInd653), placenta and foetus grossly normal."	Not applicable
1293	653		Hector's dolphin	9/10/04 0:00	Actual	2004-10-09	Beachcast (dead on shore)	Not Applicable	-43.51264	172.73408	GPS - Subject location	New Brighton Beach	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Heavily pregnant (older) female 	Not required	Land	Post mortem	DOC	E	Female	Adult		Sent for necropsy	Complete	Other	This is the foetus of MarMamInd367. Mother died of pneumonia. 	Not applicable
1294	368	H85/04	Hector's dolphin	27/10/04 0:00	Actual	2004-10-27	Beachcast (dead on shore)	Not Applicable	-42.7206	170.95551	GPS - Subject location	"Sunset Point, south end of Hokitika Beach"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Head found next day less than 100 metres away	not in UoA db	Land	Post mortem	DOC	Pending	Unknown	Adult	130	Sent for necropsy	Complete	Other human induced	"Diagnosis: cranial trauma. The lesions on the skull are consistent with blunt trauma to the left lateral aspect of the skull that fractured the cranial vault and would have lacerated the underlying cerebellum and brain stem causing immediate death. Subsequent to this the head was crudely disarticulated by a knife leaving cut marks on the bone. Thus, this animal was deliberately killed and mutilated."	Not applicable
1295	369	H86/04	Hector's dolphin	14/11/04 0:00	Actual	2004-11-14	Beachcast (dead on shore)	Unknown	-46.2146	166.446	GPS - Subject location	Te Waewae bay - Orepuki Beach. Halfway between Dudley St. and Shilo	CEP-Other (South Island)	Southland	SCSI	Not recorded	Received a call stating that a man from Orepuki had picked up a live Hector's dolphin from the beach. The dolphin was dead when it was picked up from beach. Taken home by observer. Transfered to DOC workshop and left overnight. Sent to Massey next day. Observer stated that there has been set net fishing in the bay Thursday and Friday	from UoA: TL = 1.4m sample found in fridge Aug 06 	Land	Post mortem	DOC	L	Female	Adult	141	Sent for necropsy	Complete	Entanglement	"The primary cause of death is acute pulmonary oedema and congestion consistent with asphyxiation. Taken along with the net marks around the lower jaw, this is highly indicative of entanglement in fishing gear. The other pathological findings (lungworm, dolphin pox, gastric ulcers) are incidental by comparison and ""normal"" findings in a five year old dolphin such as this."	Probable
1296	370	H87/04	Hector's dolphin	22/11/04 0:00	Actual	2004-11-22	Beachcast (dead on shore)	Not Applicable	-46.2146	166.44608	GPS - Subject location	Port Levy	CEP-Other (South Island)	Southland	SCSI	Not recorded	Very thin animal-suspected ingestion of litter (?)	not in UoA db	Land	Post mortem	DOC	E	Female	Adult	141	Sent for necropsy	Complete	Indeterminable	"DIAGNOSIS: Open. The dolphin appeared to have died after a period of inanition and it was in very poor body condition at death. This suggests a chronic illness. However, decomposition was too advanced to determine the cause. Fisheries interaction would not appear to be a factor. "	Not applicable
1297	371	H88/04	Hector's dolphin	4/12/04 0:00	Actual	2004-12-04	Dead sighting at sea	Not Applicable	-43.890718	172.97905	Estimated location	Akaroa heads	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Approx. week old calf found floating at sea. Picked up by vessel	not in UoA db	Unknown vessel	Post mortem	DOC	C	Male	Juvenile	73	Sent for necropsy	Complete	Indeterminable	"DIAGNOSIS: Pulmonary congestion and oedema, acute, diffuse, severe. With regurgitate in airways. The cause of death was asphyxiation presumably following regurgitation and aspiration of milky gastric contents into airways. This is an unusual finding in dolphins due to their airway anatomy but leakage around the epiglottis is not uncommon if there has been trauma to the head or trunk. On rare occasions the epiglottis can become fully luxated from the choana. That was not apparent in this case."	Not applicable
1298	372	H89/04	Hector's dolphin	9/12/04 0:00	Actual	2004-12-09	Beachcast (dead on shore)	Not Applicable	-43.6622	172.8196	GPS - Subject location	"Tumbledown Bay, Southern Banks Peninsula"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Beachcast calf 	Not required	Land	Post mortem	DOC	C	Male	Juvenile	72	Sent for necropsy	Complete	Natural causes- maternal separation	"DIAGNOSIS: Separation / drowning. Based on the appearance of the carcass and the age, it is likely that this calf was separated accidentally from its mother and died from inanition, hypothermia, and/or drowning."	Not applicable
1299	373	H90/04	Hector's dolphin	11/12/04 0:00	Actual	2004-12-11	Beachcast (dead on shore)	Not Applicable	-43.8537	172.7701	GPS - Subject location	"Te Waewae bay, Orepuki Beach"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Found beachcast among a lot of dead Blue Cod. Seemed that recent severe weather and sea conditions were the cause of the apparent accident	from UoA: TL = 0.8m sample found in fridge Aug 06	Land	Post mortem	DOC	M	Male	Juvenile	80	Sent for necropsy	Complete	Unknown trauma	"1. Cranial trauma, acute, severe extending bilaterally from the occiput to the parietal aspect of the"	Not applicable
1300	374	H91/04	Hector's dolphin	21/12/04 0:00	Actual	2004-12-21	Beachcast (dead on shore)	Not Applicable	-43.76197	172.9598	GPS - Subject location	"Robinsons Bay, Banks Peninsula"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Beachcast calf 	not in UoA db	Land	Post mortem	DOC	C	Female	Juvenile	71	Sent for necropsy	Complete	Indeterminable		Not applicable
1301	375	H92/05	Hector's dolphin	5/01/05 0:00	Actual	2005-01-05	Beachcast (dead on shore)	Unknown	-41.74887	171.54997	GPS - Subject location	Carter's Beach	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Long slit along belly exposing internal organs but not too decomposed	from UoA: TL = 1.24m sample found in fridge Aug 06	Land	Post mortem	DOC	J	Male	Adult	124	Sent for necropsy	Complete	Entanglement	1. Bycatch with carcass mutilation. 2. Probably trauma to dorsal aspect of neck and thorax before death.	Probable
1302	376	H93/05	Hector's dolphin	5/01/05 0:00	Actual	2005-01-05	Beachcast (dead on shore)	Not Applicable	-46.2172	167.6509	GPS - Subject location	Te Waewae Bay toward Waiau mouth	CEP-Other (South Island)	Southland	SCSI	Not recorded	"Beachcast with fish lodged in mouth (""Garfield"")"	Not required	Land	Post mortem	DOC	L	Female	Adult	160	Sent for necropsy	Complete	Natural Causes - general	"cranium. This dolphin calf appears to have died subsequent to a blunt blow to the back of the head that resulted in a contusion of the area and probably caused it to drown which would have been the proximate cause of death. From the history and circumstances of its discovery, it would seem likely that the severe weather and sea conditions were the cause of this accident."	Not applicable
1303	377	H94/05	Hector's dolphin	15/01/05 0:00	Actual	2005-01-15	Beachcast (dead on shore)	Not Applicable	-42.8949	170.79283	GPS - Subject location	Halfway between Ross & the Mikonui mussel bed	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Calf found dead on beach. Very freshly dead	From UoA: TL = 0.72m sample found in fridge Aug 06	Land	Post mortem	DOC	R	Unknown	Juvenile	72	Sent for necropsy	Complete	Natural causes- maternal separation		Not applicable
1304	378	H95/05	Hector's dolphin	19/01/05 0:00	Actual	2005-01-19	Beachcast (dead on shore)	Unknown	-43.2385	170.12571	GPS - Subject location	"Three Mile Beach, Okarito"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Unremarkable example	"from UoA: TL = 1.34m digital photo's taken,"	Land	Post mortem	DOC	J	Unknown	Adult	134	Sent for necropsy	Complete	Entanglement		Probable
1305	379	H96/05	Hector's dolphin	4/02/05 0:00	Actual	2005-02-04	Dead sighting at sea	Unknown	-44.189933	171.486568	Estimated location	North side of Rangitata huts	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Second of two dolphins discovered in same area 3 hrs apart (other: H97/05). Found floating at sea by same fisherman	not in UoA db	Commercial fishing vessel	Post mortem	DOC	C	Female	Juvenile	115.7	Sent for necropsy	Complete	Entanglement	1. Bycatch with post mortem mutilation. 2. Thyroid abscess with Pasteurella haemolytica isolated 2. Parasitic infection of lungs. 3. Dolphin pox. The cause of death was bycatch causing asphyxiation and trauma. The other findings are incidental and not related to the cause of death.	Probable
1306	380	H97/05	Hector's dolphin	4/02/05 0:00	Actual	2005-02-04	Beachcast (dead on shore)	Unknown	-44.189933	171.486568	Estimated location	North side of Rangitata huts	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	First of two dolphins discovered in same area 3 hrs apart (other: H96/05). Found beachcast by same  fisherman. No nets in area	not in UoA db	Land	Post mortem	DOC	C	Female	Juvenile	120	Sent for necropsy	Complete	Entanglement	1. Bycatch with post mortem mutilation. 2. Parasitic pneumonia. The cause of death was asphyxiation following entanglement. The carcass then appears to have been mutilated to aid its decomposition. Parasitic pneumonia was also present but this is common in juvenile dolphins. Aspergillus was not cultured from the lung lesions.	Probable
1307	381	H98/05	Hector's dolphin	9/02/05 0:00	Actual	2005-02-09	Entangled - beachcast	Unknown set net	-41.540018	171.925647	Estimated location	40 kms North of Westport just south of the Mokihinui River on Nikau beach between Chatterbox and Patten creeks	CEP-Other (South Island)	West Coast	WCSI	Not recorded	First seen beachcast tangled in net; net later removed.  Clear entanglement marks on dolphin when retrieved.	from UoA: TL = 1.2m digital photo's taken	Land	Post mortem	DOC	J	Male	Adult	120	Sent for necropsy	Complete	Entanglement	"1. Bycatch - net marks, pulmonary congestion. 2. Mass on left kidney - neoplasia. 3. Gastric ulceration. The cause of death was asphyxiation associated with entanglement in a net. The renal tumour and gastric ulcer are incidental findings."	Known
1308	382	H99/05	Hector's dolphin	18/02/05 0:00	Actual	2005-02-18	Beachcast (dead on shore)	Unknown	-43.99484	168.64071	Estimated location	"Neil's Beach, south of Haast"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Possibly less than 24 hrs dead. Found on high tide mark	from UoA: TL = 1.23m digital photo's taken	Land	Post mortem	DOC	J	Male	Juvenile	123	Sent for necropsy	Complete	Entanglement	"1. Asphyxiation (Bycatch). 2. Parasitic pneumonia, mild. 3. Focal necrosis of mesenteric lymph nodes. The cause of death was asphyxiation as a result of net entanglement. The other findings are incidental."	Probable
1309	385	H100/05	Hector's dolphin	17/02/05 0:00	Actual	2005-02-17	Dead sighting at sea	Marine farm	-41.2154	174.1401	Estimated location	King Salmon salmon farm	CEP-Other (South Island)	Marlborough	NCSI	Not recorded	Found in the bottom of salmon farm - carcass  not recovered. Good certainty around species ID - Salmon farm worker identifird from a selection of dolphin species photos	Not required	Non-motorised coastal activity	Response could not be completed	DOC		Unknown	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1310	386	H101/05	Hector's dolphin	4/09/05 0:00	Actual	2005-09-04	Entangled - caught in gear (dead)	Unknown set net	-43.7875	172.9168	Estimated location	Petit Caranage Bay	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Dolphin was recovered from net and placed on bow of small runabout. Lost overboard in rough conditions	Not required	Private vessel	Response could not be completed	DOC		Unknown	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1311	387	H102	Hector's dolphin	2/11/05 0:00	Actual	2005-11-02	Entangled - caught in gear (dead)	Recreational set net	-43.9947	168.6417	GPS - Subject location	"Neils Beach, Jacksons Bay"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	"4 Hector's dolphins that had been entangled in same net (recreational) at Neil's Beach. Photo taken of entanglement. When dolphins picked up however, were beachcast with no sign of set net"	"entry for H102/05, H103/05, H104/05/, H105/05"	Private vessel	Post mortem	DOC	H	Female	Adult	143	Sent for necropsy	Complete	Entanglement		Known
1311	388	H103	Hector's dolphin	2/11/05 0:00	Actual	2005-11-02	Entangled - caught in gear (dead)	Recreational set net	-43.9947	168.6417	GPS - Subject location	"Neils Beach, Jacksons Bay"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	"4 Hector's dolphins that had been entangled in same net (recreational) at Neil's Beach. Photo taken of entanglement. When dolphins picked up however, were beachcast with no sign of set net"	"entry for H102/05, H103/05, H104/05/, H105/05"	Private vessel	Post mortem	DOC	H	Male	Adult	125	Sent for necropsy	Complete	Entanglement		Known
1311	389	H104	Hector's dolphin	2/11/05 0:00	Actual	2005-11-02	Entangled - caught in gear (dead)	Recreational set net	-43.9947	168.6417	GPS - Subject location	"Neils Beach, Jacksons Bay"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	"4 Hector's dolphins that had been entangled in same net (recreational) at Neil's Beach. Photo taken of entanglement. When dolphins picked up however, were beachcast with no sign of set net"	"entry for H102/05, H103/05, H104/05/, H105/05"	Private vessel	Post mortem	DOC	H	Male	Adult	120	Sent for necropsy	Complete	Entanglement		Known
1311	390	H105	Hector's dolphin	2/11/05 0:00	Actual	2005-11-02	Entangled - caught in gear (dead)	Recreational set net	-43.9947	168.6417	GPS - Subject location	"Neils Beach, Jacksons Bay"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	"4 Hector's dolphins that had been entangled in same net (recreational) at Neil's Beach. Photo taken of entanglement. When dolphins picked up however, were beachcast with no sign of set net"	"entry for H102/05, H103/05, H104/05/, H105/05"	Private vessel	Post mortem	DOC	H	Female	Adult	145	Sent for necropsy	Complete	Entanglement		Known
1315	391	H106/05	Hector's dolphin	23/11/05 0:00	Actual	2005-11-23	Beachcast (dead on shore)	Not Applicable	-40.5595	172.6196	Estimated location	Fossil Point at the base of Farewell Spit	CEP-Other (South Island)	Tasman	NCSI	Not recorded	Newborn (likely to be less than 3 weeks old) as postnatal hairs still on upper mandible	from UoA: TL = 72.5cm	Land	Post mortem	DOC	C	Male	Juvenile	72.5	Sent for necropsy	Complete	Natural causes- maternal separation		Not applicable
1316	392	H107/05	Hector's dolphin	4/12/05 0:00	Actual	2005-12-04	Beachcast (dead on shore)	Not Applicable	-46.2905	167.7327	GPS - Subject location	"Te Waewae bay, Orepuki Beach"	CEP-Other (South Island)	Southland	SCSI	Not recorded	Newborn washed up on beach. 	not in UoA db	Land	Post mortem	DOC	M	Female	Juvenile	76	Sent for necropsy	Complete	Natural causes- maternal separation		Not applicable
1317	393	H108/05	Hector's dolphin	4/12/05 0:00	Actual	2005-12-04	Live stranded - Died (single or pair)	Not Applicable	-40.83361	175.05279	Estimated location	Pekapeka Beach	CEP-New Plymouth South to Cape Terawhiti	Wellington	WCNI	Not recorded	"Newborn found alive on beach. Odds of survival deemed nil. Genetic analysis identified the mitochondrial haplotype as I. This haplotype is found in a few locations around the South Island, but is not found in the North Island. Hence is not a Maui's dolphi__"	Not required	Land	Euthanased	DOC	I	Female	Juvenile	79	Sent for necropsy	Complete	Euthanasia	This was a normal neonate. It was separated from the adult shortly after birth based on the freshness ofthe umbilicus. It could not have survived and euthanasia was the correct option in this case. 	Not applicable
1318	394	H109/05	Hector's dolphin	6/12/05 0:00	Actual	2005-12-06	Beachcast (dead on shore)	Not Applicable	-42.6361	171.0648	GPS - Subject location	"1 km south of Waimea Creek, between Arahura & Taramakau Rivers."	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Very decomposed carcass at least 1 wk old. Found under pile of driftwood - piled on top of animal? Possible net injuries. Large areas of body missing - possible knife marks	"from UoA: TL = 1.41m possible knife marks, been dead for about 1 week found under driftwood, digital prints sent"	Land	Post mortem	DOC	J	Unknown	Adult	141	Sent for necropsy	Complete	Indeterminable		Not applicable
1319	395	H110/05	Hector's dolphin	11/12/05 0:00	Actual	2005-12-11	Beachcast (dead on shore)	Unknown	-43.21828	170.1607	GPS - Subject location	"Okarito Bar, Okarito"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Lying in state for approx. 24 hrs before processing. Found on beach by local. A boat had been fishing close inshore for the previous 10 days - no further info on this was available. First appearance = killed in net then washed ashore. Possible gun shot wo____	"from UoA: TL = 1.3m caught in net, possible gun shot wounds"	Land	Post mortem	DOC	Pending	Female	Adult	130	Sent for necropsy	Complete	Entanglement		Possible
1320	396	H111/05	Hector's dolphin	15/12/05 0:00	Actual	2005-12-15	Beachcast (dead on shore)	Not Applicable	-46.1509	167.4203	GPS - Subject location	Te Waewae Bay ENE corner	CEP-Other (South Island)	Southland	SCSI	Not recorded	This animal had been beachcast for approx one week. 	from UoA: TL = 0.72m	Land	Post mortem	DOC	Pending	Male	Juvenile	72	Sent for necropsy	Complete	Indeterminable		Not applicable
