scaffold	chrom	bgc_chrom
JAAMOC010000379.1	CHR_UNK	1304
JAAMOC010000380.1	CHR_UNK	1305
JAAMOC010000381.1	CHR_UNK	1306
JAAMOC010000382.1	CHR_UNK	1307
JAAMOC010000383.1	CHR_UNK	1308
JAAMOC010000384.1	CHR_UNK	1309
JAAMOC010000385.1	CHR_UNK	1310
JAAMOC010000386.1	CHR_UNK	1311
JAAMOC010000387.1	CHR_UNK	1312
JAAMOC010000388.1	CHR_UNK	1313
JAAMOC010000389.1	CHR_UNK	1314
JAAMOC010000390.1	CHR_UNK	1315
JAAMOC010000391.1	CHR_UNK	1316
JAAMOC010000392.1	CHR_UNK	1317
JAAMOC010000393.1	CHR_UNK	1318
JAAMOC010000394.1	CHR_UNK	1319
JAAMOC010000395.1	CHR_UNK	1320
JAAMOC010000396.1	CHR_UNK	1321
JAAMOC010000397.1	CHR_UNK	1322
JAAMOC010000398.1	CHR_UNK	1323
JAAMOC010000399.1	CHR_UNK	1324
JAAMOC010000400.1	CHR_UNK	1325
JAAMOC010000401.1	CHR_UNK	1326
JAAMOC010000402.1	CHR_UNK	1327
JAAMOC010000403.1	CHR_UNK	1328
JAAMOC010000404.1	CHR_UNK	1329
JAAMOC010000405.1	CHR_UNK	1330
JAAMOC010000406.1	CHR_UNK	1331
JAAMOC010000407.1	CHR_UNK	1332
JAAMOC010000408.1	CHR_UNK	1333
JAAMOC010000409.1	CHR_UNK	1334
JAAMOC010000410.1	CHR_UNK	1335
JAAMOC010000411.1	CHR_UNK	1336
JAAMOC010000412.1	CHR_UNK	1337
JAAMOC010000413.1	CHR_UNK	1338
JAAMOC010000414.1	CHR_UNK	1339
JAAMOC010000415.1	CHR_UNK	1340
JAAMOC010000416.1	CHR_UNK	1341
JAAMOC010000417.1	CHR_UNK	1342
JAAMOC010000418.1	CHR_UNK	1343
JAAMOC010000419.1	CHR_UNK	1344
JAAMOC010000420.1	CHR_UNK	1345
JAAMOC010000421.1	CHR_UNK	1346
JAAMOC010000422.1	CHR_UNK	1347
JAAMOC010000423.1	CHR_UNK	1348
JAAMOC010000424.1	CHR_UNK	1349
JAAMOC010000425.1	CHR_UNK	1350
JAAMOC010000426.1	CHR_UNK	1351
JAAMOC010000427.1	CHR_UNK	1352
JAAMOC010000428.1	CHR_UNK	1353
JAAMOC010000429.1	CHR_UNK	1354
JAAMOC010000430.1	CHR_UNK	1355
JAAMOC010000431.1	CHR_UNK	1356
JAAMOC010000432.1	CHR_UNK	1357
JAAMOC010000433.1	CHR_UNK	1358
JAAMOC010000434.1	CHR_UNK	1359
JAAMOC010000435.1	CHR_UNK	1360
JAAMOC010000436.1	CHR_UNK	1361
JAAMOC010000437.1	CHR_UNK	1362
JAAMOC010000438.1	CHR_UNK	1363
JAAMOC010000439.1	CHR_UNK	1364
JAAMOC010000440.1	CHR_UNK	1365
JAAMOC010000441.1	CHR_UNK	1366
JAAMOC010000442.1	CHR_UNK	1367
JAAMOC010000443.1	CHR_UNK	1368
JAAMOC010000444.1	CHR_UNK	1369
JAAMOC010000445.1	CHR_UNK	1370
JAAMOC010000446.1	CHR_UNK	1371
JAAMOC010000447.1	CHR_UNK	1372
JAAMOC010000448.1	CHR_UNK	1373
JAAMOC010000449.1	CHR_UNK	1374
JAAMOC010000450.1	CHR_UNK	1375
JAAMOC010000451.1	CHR_UNK	1376
JAAMOC010000452.1	CHR_UNK	1377
JAAMOC010000453.1	CHR_UNK	1378
JAAMOC010000454.1	CHR_UNK	1379
JAAMOC010000455.1	CHR_UNK	1380
JAAMOC010000456.1	CHR_UNK	1381
JAAMOC010000457.1	CHR_UNK	1382
JAAMOC010000458.1	CHR_UNK	1383
JAAMOC010000459.1	CHR_UNK	1384
JAAMOC010000460.1	CHR_UNK	1385
JAAMOC010000461.1	CHR_UNK	1386
JAAMOC010000462.1	CHR_UNK	1387
JAAMOC010000463.1	CHR_UNK	1388
JAAMOC010000464.1	CHR_UNK	1389
JAAMOC010000465.1	CHR_UNK	1390
JAAMOC010000466.1	CHR_UNK	1391
JAAMOC010000467.1	CHR_UNK	1392
JAAMOC010000468.1	CHR_UNK	1393
JAAMOC010000469.1	CHR_UNK	1394
JAAMOC010000470.1	CHR_UNK	1395
JAAMOC010000471.1	CHR_UNK	1396
JAAMOC010000472.1	CHR_UNK	1397
JAAMOC010000473.1	CHR_UNK	1398
JAAMOC010000474.1	CHR_UNK	1399
JAAMOC010000475.1	CHR_UNK	1400
JAAMOC010000476.1	CHR_UNK	1401
JAAMOC010000477.1	CHR_UNK	1402
JAAMOC010000478.1	CHR_UNK	1403
JAAMOC010000479.1	CHR_UNK	1404
JAAMOC010000480.1	CHR_UNK	1405
JAAMOC010000481.1	CHR_UNK	1406
JAAMOC010000482.1	CHR_UNK	1407
JAAMOC010000483.1	CHR_UNK	1408
JAAMOC010000484.1	CHR_UNK	1409
JAAMOC010000485.1	CHR_UNK	1410
JAAMOC010000486.1	CHR_UNK	1411
JAAMOC010000487.1	CHR_UNK	1412
JAAMOC010000488.1	CHR_UNK	1413
JAAMOC010000489.1	CHR_UNK	1414
JAAMOC010000490.1	CHR_UNK	1415
JAAMOC010000491.1	CHR_UNK	1416
JAAMOC010000492.1	CHR_UNK	1417
JAAMOC010000493.1	CHR_UNK	1418
JAAMOC010000494.1	CHR_UNK	1419
JAAMOC010000495.1	CHR_UNK	1420
JAAMOC010000496.1	CHR_UNK	1421
JAAMOC010000497.1	CHR_UNK	1422
JAAMOC010000498.1	CHR_UNK	1423
JAAMOC010000499.1	CHR_UNK	1424
JAAMOC010000500.1	CHR_UNK	1425
JAAMOC010000501.1	CHR_UNK	1426
JAAMOC010000502.1	CHR_UNK	1427
JAAMOC010000503.1	CHR_UNK	1428
JAAMOC010000504.1	CHR_UNK	1429
JAAMOC010000505.1	CHR_UNK	1430
JAAMOC010000506.1	CHR_UNK	1431
JAAMOC010000507.1	CHR_UNK	1432
JAAMOC010000508.1	CHR_UNK	1433
JAAMOC010000509.1	CHR_UNK	1434
JAAMOC010000510.1	CHR_UNK	1435
JAAMOC010000511.1	CHR_UNK	1436
JAAMOC010000512.1	CHR_UNK	1437
JAAMOC010000513.1	CHR_UNK	1438
JAAMOC010000514.1	CHR_UNK	1439
JAAMOC010000515.1	CHR_UNK	1440
JAAMOC010000516.1	CHR_UNK	1441
JAAMOC010000517.1	CHR_UNK	1442
JAAMOC010000518.1	CHR_UNK	1443
JAAMOC010000519.1	CHR_UNK	1444
JAAMOC010000520.1	CHR_UNK	1445
JAAMOC010000521.1	CHR_UNK	1446
JAAMOC010000522.1	CHR_UNK	1447
JAAMOC010000523.1	CHR_UNK	1448
JAAMOC010000524.1	CHR_UNK	1449
JAAMOC010000525.1	CHR_UNK	1450
JAAMOC010000526.1	CHR_UNK	1451
JAAMOC010000527.1	CHR_UNK	1452
JAAMOC010000528.1	CHR_UNK	1453
JAAMOC010000529.1	CHR_UNK	1454
JAAMOC010000530.1	CHR_UNK	1455
JAAMOC010000584.1	LG2	1456
JAAMOC010000585.1	LG5	1457
JAAMOC010000586.1	LGE22	1458
JAAMOC010000587.1	LGE22	1459
JAAMOC010000588.1	LGE22	1460
JAAMOC010000591.1	CHR_UNK	1461
JAAMOC010000592.1	CHR_UNK	1462
JAAMOC010000593.1	CHR_UNK	1463
JAAMOC010000594.1	CHR_UNK	1464
JAAMOC010000595.1	CHR_UNK	1465
JAAMOC010000596.1	CHR_UNK	1466
JAAMOC010000597.1	CHR_UNK	1467
JAAMOC010000598.1	CHR_UNK	1468
JAAMOC010000599.1	CHR_UNK	1469
JAAMOC010000600.1	CHR_UNK	1470
JAAMOC010000601.1	CHR_UNK	1471
JAAMOC010000602.1	CHR_UNK	1472
JAAMOC010000603.1	CHR_UNK	1473
JAAMOC010000604.1	CHR_UNK	1474
JAAMOC010000605.1	CHR_UNK	1475
JAAMOC010000606.1	CHR_UNK	1476
JAAMOC010000607.1	CHR_UNK	1477
JAAMOC010000608.1	CHR_UNK	1478
JAAMOC010000609.1	CHR_UNK	1479
JAAMOC010000610.1	CHR_UNK	1480
JAAMOC010000611.1	CHR_UNK	1481
JAAMOC010000612.1	CHR_UNK	1482
JAAMOC010000613.1	CHR_UNK	1483
JAAMOC010000614.1	CHR_UNK	1484
JAAMOC010000615.1	CHR_UNK	1485
JAAMOC010000616.1	CHR_UNK	1486
JAAMOC010000617.1	CHR_UNK	1487
JAAMOC010000618.1	CHR_UNK	1488
JAAMOC010000619.1	CHR_UNK	1489
JAAMOC010000620.1	CHR_UNK	1490
JAAMOC010000621.1	CHR_UNK	1491
JAAMOC010000622.1	CHR_UNK	1492
JAAMOC010000623.1	CHR_UNK	1493
JAAMOC010000624.1	CHR_UNK	1494
JAAMOC010000625.1	CHR_UNK	1495
JAAMOC010000626.1	CHR_UNK	1496
JAAMOC010000627.1	CHR_UNK	1497
JAAMOC010000628.1	CHR_UNK	1498
JAAMOC010000629.1	CHR_UNK	1499
JAAMOC010000630.1	CHR_UNK	1500
JAAMOC010000631.1	CHR_UNK	1501
JAAMOC010000632.1	CHR_UNK	1502
JAAMOC010000633.1	CHR_UNK	1503
JAAMOC010000634.1	CHR_UNK	1504
JAAMOC010000635.1	CHR_UNK	1505
JAAMOC010000636.1	CHR_UNK	1506
JAAMOC010000637.1	CHR_UNK	1507
JAAMOC010000638.1	CHR_UNK	1508
JAAMOC010000639.1	CHR_UNK	1509
JAAMOC010000640.1	CHR_UNK	1510
JAAMOC010000641.1	CHR_UNK	1511
JAAMOC010000642.1	CHR_UNK	1512
JAAMOC010000643.1	CHR_UNK	1513
JAAMOC010000644.1	CHR_UNK	1514
JAAMOC010000645.1	CHR_UNK	1515
JAAMOC010000646.1	CHR_UNK	1516
JAAMOC010000647.1	CHR_UNK	1517
JAAMOC010000648.1	CHR_UNK	1518
JAAMOC010000649.1	CHR_UNK	1519
JAAMOC010000650.1	CHR_UNK	1520
JAAMOC010000651.1	CHR_UNK	1521
JAAMOC010000652.1	CHR_UNK	1522
JAAMOC010000653.1	CHR_UNK	1523
JAAMOC010000654.1	CHR_UNK	1524
JAAMOC010000655.1	CHR_UNK	1525
JAAMOC010000656.1	CHR_UNK	1526
JAAMOC010000657.1	CHR_UNK	1527
JAAMOC010000658.1	CHR_UNK	1528
JAAMOC010000659.1	CHR_UNK	1529
JAAMOC010000660.1	CHR_UNK	1530
JAAMOC010000661.1	CHR_UNK	1531
JAAMOC010000662.1	CHR_UNK	1532
JAAMOC010000663.1	CHR_UNK	1533
JAAMOC010000664.1	CHR_UNK	1534
JAAMOC010000665.1	CHR_UNK	1535
JAAMOC010000666.1	CHR_UNK	1536
JAAMOC010000667.1	CHR_UNK	1537
JAAMOC010000668.1	CHR_UNK	1538
JAAMOC010000669.1	CHR_UNK	1539
JAAMOC010000670.1	CHR_UNK	1540
JAAMOC010000671.1	CHR_UNK	1541
JAAMOC010000672.1	CHR_UNK	1542
JAAMOC010000673.1	CHR_UNK	1543
JAAMOC010000674.1	CHR_UNK	1544
JAAMOC010000675.1	CHR_UNK	1545
JAAMOC010000676.1	CHR_UNK	1546
JAAMOC010000677.1	CHR_UNK	1547
JAAMOC010000678.1	CHR_UNK	1548
JAAMOC010000679.1	CHR_UNK	1549
JAAMOC010000680.1	CHR_UNK	1550
JAAMOC010000681.1	CHR_UNK	1551
JAAMOC010000682.1	CHR_UNK	1552
JAAMOC010000683.1	CHR_UNK	1553
JAAMOC010000684.1	CHR_UNK	1554
JAAMOC010000685.1	CHR_UNK	1555
JAAMOC010000686.1	CHR_UNK	1556
JAAMOC010000687.1	CHR_UNK	1557
JAAMOC010000688.1	CHR_UNK	1558
JAAMOC010000689.1	CHR_UNK	1559
JAAMOC010000690.1	CHR_UNK	1560
JAAMOC010000691.1	CHR_UNK	1561
JAAMOC010000692.1	CHR_UNK	1562
JAAMOC010000693.1	CHR_UNK	1563
JAAMOC010000694.1	CHR_UNK	1564
JAAMOC010000695.1	CHR_UNK	1565
JAAMOC010000696.1	CHR_UNK	1566
JAAMOC010000697.1	CHR_UNK	1567
JAAMOC010000698.1	CHR_UNK	1568
JAAMOC010000699.1	CHR_UNK	1569
JAAMOC010000700.1	CHR_UNK	1570
JAAMOC010000701.1	CHR_UNK	1571
JAAMOC010000702.1	CHR_UNK	1572
JAAMOC010000703.1	CHR_UNK	1573
JAAMOC010000704.1	CHR_UNK	1574
JAAMOC010000705.1	CHR_UNK	1575
JAAMOC010000706.1	CHR_UNK	1576
JAAMOC010000707.1	CHR_UNK	1577
JAAMOC010000708.1	CHR_UNK	1578
JAAMOC010000709.1	CHR_UNK	1579
JAAMOC010000710.1	CHR_UNK	1580
JAAMOC010000711.1	CHR_UNK	1581
JAAMOC010000712.1	CHR_UNK	1582
JAAMOC010000713.1	CHR_UNK	1583
JAAMOC010000714.1	CHR_UNK	1584
JAAMOC010000715.1	CHR_UNK	1585
JAAMOC010000716.1	CHR_UNK	1586
JAAMOC010000717.1	CHR_UNK	1587
JAAMOC010000718.1	CHR_UNK	1588
JAAMOC010000719.1	CHR_UNK	1589
JAAMOC010000720.1	CHR_UNK	1590
JAAMOC010000721.1	CHR_UNK	1591
JAAMOC010000722.1	CHR_UNK	1592
JAAMOC010000723.1	CHR_UNK	1593
JAAMOC010000724.1	CHR_UNK	1594
JAAMOC010000725.1	CHR_UNK	1595
JAAMOC010000726.1	CHR_UNK	1596
JAAMOC010000727.1	CHR_UNK	1597
JAAMOC010000728.1	CHR_UNK	1598
JAAMOC010000729.1	CHR_UNK	1599
JAAMOC010000730.1	CHR_UNK	1600
JAAMOC010000731.1	CHR_UNK	1601
JAAMOC010000732.1	CHR_UNK	1602
JAAMOC010000733.1	CHR_UNK	1603
JAAMOC010000734.1	CHR_UNK	1604
JAAMOC010000735.1	CHR_UNK	1605
JAAMOC010000736.1	CHR_UNK	1606
JAAMOC010000737.1	CHR_UNK	1607
JAAMOC010000738.1	CHR_UNK	1608
JAAMOC010000739.1	CHR_UNK	1609
JAAMOC010000740.1	CHR_UNK	1610
JAAMOC010000741.1	CHR_UNK	1611
JAAMOC010000742.1	CHR_UNK	1612
JAAMOC010000743.1	CHR_UNK	1613
JAAMOC010000744.1	CHR_UNK	1614
JAAMOC010000745.1	CHR_UNK	1615
JAAMOC010000746.1	CHR_UNK	1616
JAAMOC010000747.1	CHR_UNK	1617
JAAMOC010000748.1	CHR_UNK	1618
JAAMOC010000749.1	CHR_UNK	1619
JAAMOC010000750.1	CHR_UNK	1620
JAAMOC010000751.1	CHR_UNK	1621
JAAMOC010000752.1	CHR_UNK	1622
JAAMOC010000753.1	CHR_UNK	1623
JAAMOC010000754.1	CHR_UNK	1624
JAAMOC010000755.1	CHR_UNK	1625
JAAMOC010000756.1	CHR_UNK	1626
JAAMOC010000757.1	CHR_UNK	1627
JAAMOC010000758.1	CHR_UNK	1628
JAAMOC010000759.1	CHR_UNK	1629
JAAMOC010000760.1	CHR_UNK	1630
JAAMOC010000761.1	CHR_UNK	1631
JAAMOC010000762.1	CHR_UNK	1632
JAAMOC010000763.1	CHR_UNK	1633
JAAMOC010000764.1	CHR_UNK	1634
JAAMOC010000765.1	CHR_UNK	1635
JAAMOC010000766.1	CHR_UNK	1636
JAAMOC010000767.1	CHR_UNK	1637
JAAMOC010000768.1	CHR_UNK	1638
JAAMOC010000769.1	CHR_UNK	1639
JAAMOC010000770.1	CHR_UNK	1640
JAAMOC010000771.1	CHR_UNK	1641
JAAMOC010000772.1	CHR_UNK	1642
JAAMOC010000773.1	CHR_UNK	1643
JAAMOC010000774.1	CHR_UNK	1644
JAAMOC010000775.1	CHR_UNK	1645
JAAMOC010000776.1	CHR_UNK	1646
JAAMOC010000777.1	CHR_UNK	1647
JAAMOC010000778.1	CHR_UNK	1648
JAAMOC010000779.1	CHR_UNK	1649
JAAMOC010000780.1	CHR_UNK	1650
JAAMOC010000781.1	CHR_UNK	1651
JAAMOC010000782.1	CHR_UNK	1652
JAAMOC010000783.1	CHR_UNK	1653
JAAMOC010000784.1	CHR_UNK	1654
JAAMOC010000785.1	CHR_UNK	1655
JAAMOC010000786.1	CHR_UNK	1656
JAAMOC010000787.1	CHR_UNK	1657
JAAMOC010000788.1	CHR_UNK	1658
JAAMOC010000789.1	CHR_UNK	1659
JAAMOC010000790.1	CHR_UNK	1660
JAAMOC010000791.1	CHR_UNK	1661
JAAMOC010000792.1	CHR_UNK	1662
JAAMOC010000793.1	CHR_UNK	1663
JAAMOC010000794.1	CHR_UNK	1664
JAAMOC010000795.1	CHR_UNK	1665
JAAMOC010000796.1	CHR_UNK	1666
JAAMOC010000797.1	CHR_UNK	1667
JAAMOC010000798.1	CHR_UNK	1668
JAAMOC010000799.1	CHR_UNK	1669
JAAMOC010000800.1	CHR_UNK	1670
JAAMOC010000801.1	CHR_UNK	1671
JAAMOC010000802.1	CHR_UNK	1672
JAAMOC010000803.1	CHR_UNK	1673
JAAMOC010000804.1	CHR_UNK	1674
JAAMOC010000805.1	CHR_UNK	1675
JAAMOC010000806.1	CHR_UNK	1676
JAAMOC010000807.1	CHR_UNK	1677
JAAMOC010000808.1	CHR_UNK	1678
JAAMOC010000809.1	CHR_UNK	1679
JAAMOC010000810.1	CHR_UNK	1680
JAAMOC010000811.1	CHR_UNK	1681
JAAMOC010000812.1	CHR_UNK	1682
JAAMOC010000813.1	CHR_UNK	1683
JAAMOC010000814.1	CHR_UNK	1684
JAAMOC010000815.1	CHR_UNK	1685
JAAMOC010000816.1	CHR_UNK	1686
JAAMOC010000817.1	CHR_UNK	1687
JAAMOC010000818.1	CHR_UNK	1688
JAAMOC010000819.1	CHR_UNK	1689
JAAMOC010000820.1	CHR_UNK	1690
JAAMOC010000821.1	CHR_UNK	1691
JAAMOC010000822.1	CHR_UNK	1692
JAAMOC010000823.1	CHR_UNK	1693
JAAMOC010000824.1	CHR_UNK	1694
JAAMOC010000825.1	CHR_UNK	1695
JAAMOC010000826.1	CHR_UNK	1696
JAAMOC010000827.1	CHR_UNK	1697
JAAMOC010000828.1	CHR_UNK	1698
JAAMOC010000829.1	CHR_UNK	1699
JAAMOC010000830.1	CHR_UNK	1700
JAAMOC010000831.1	CHR_UNK	1701
JAAMOC010000832.1	CHR_UNK	1702
JAAMOC010000833.1	CHR_UNK	1703
JAAMOC010000834.1	CHR_UNK	1704
JAAMOC010000835.1	CHR_UNK	1705
JAAMOC010000836.1	CHR_UNK	1706
JAAMOC010000837.1	CHR_UNK	1707
JAAMOC010000838.1	CHR_UNK	1708
JAAMOC010000839.1	CHR_UNK	1709
JAAMOC010000840.1	CHR_UNK	1710
JAAMOC010000841.1	CHR_UNK	1711
JAAMOC010000842.1	CHR_UNK	1712
JAAMOC010000843.1	CHR_UNK	1713
JAAMOC010000844.1	CHR_UNK	1714
JAAMOC010000845.1	CHR_UNK	1715
JAAMOC010000846.1	CHR_UNK	1716
JAAMOC010000847.1	CHR_UNK	1717
JAAMOC010000848.1	CHR_UNK	1718
JAAMOC010000849.1	CHR_UNK	1719
JAAMOC010000850.1	CHR_UNK	1720
JAAMOC010000851.1	CHR_UNK	1721
JAAMOC010000852.1	CHR_UNK	1722
JAAMOC010000853.1	CHR_UNK	1723
JAAMOC010000854.1	CHR_UNK	1724
JAAMOC010000855.1	CHR_UNK	1725
JAAMOC010000856.1	CHR_UNK	1726
JAAMOC010000857.1	CHR_UNK	1727
JAAMOC010000858.1	CHR_UNK	1728
JAAMOC010000859.1	CHR_UNK	1729
JAAMOC010000860.1	CHR_UNK	1730
JAAMOC010000861.1	CHR_UNK	1731
JAAMOC010000862.1	CHR_UNK	1732
JAAMOC010000863.1	CHR_UNK	1733
JAAMOC010000864.1	CHR_UNK	1734
JAAMOC010000865.1	CHR_UNK	1735
JAAMOC010000866.1	CHR_UNK	1736
JAAMOC010000867.1	CHR_UNK	1737
JAAMOC010000868.1	CHR_UNK	1738
JAAMOC010000869.1	CHR_UNK	1739
JAAMOC010000870.1	CHR_UNK	1740
JAAMOC010000871.1	CHR_UNK	1741
JAAMOC010000872.1	CHR_UNK	1742
JAAMOC010000873.1	CHR_UNK	1743
JAAMOC010000874.1	CHR_UNK	1744
JAAMOC010000875.1	CHR_UNK	1745
JAAMOC010000876.1	CHR_UNK	1746
JAAMOC010000877.1	CHR_UNK	1747
JAAMOC010000878.1	CHR_UNK	1748
JAAMOC010000879.1	CHR_UNK	1749
JAAMOC010000880.1	CHR_UNK	1750
JAAMOC010000881.1	CHR_UNK	1751
JAAMOC010000882.1	CHR_UNK	1752
JAAMOC010000883.1	CHR_UNK	1753
JAAMOC010000884.1	CHR_UNK	1754
JAAMOC010000885.1	CHR_UNK	1755
JAAMOC010000886.1	CHR_UNK	1756
JAAMOC010000887.1	CHR_UNK	1757
JAAMOC010000888.1	CHR_UNK	1758
JAAMOC010000889.1	CHR_UNK	1759
JAAMOC010000890.1	CHR_UNK	1760
JAAMOC010000891.1	CHR_UNK	1761
JAAMOC010000892.1	CHR_UNK	1762
JAAMOC010000893.1	CHR_UNK	1763
JAAMOC010000894.1	CHR_UNK	1764
JAAMOC010000895.1	CHR_UNK	1765
JAAMOC010000896.1	CHR_UNK	1766
JAAMOC010000897.1	CHR_UNK	1767
JAAMOC010000898.1	CHR_UNK	1768
JAAMOC010000899.1	CHR_UNK	1769
JAAMOC010000900.1	CHR_UNK	1770
JAAMOC010000901.1	CHR_UNK	1771
JAAMOC010000902.1	CHR_UNK	1772
JAAMOC010000903.1	CHR_UNK	1773
JAAMOC010000904.1	CHR_UNK	1774
JAAMOC010000905.1	CHR_UNK	1775
JAAMOC010000906.1	CHR_UNK	1776
JAAMOC010000907.1	CHR_UNK	1777
JAAMOC010000908.1	CHR_UNK	1778
JAAMOC010000909.1	CHR_UNK	1779
JAAMOC010000910.1	CHR_UNK	1780
JAAMOC010000911.1	CHR_UNK	1781
JAAMOC010000912.1	CHR_UNK	1782
JAAMOC010000913.1	CHR_UNK	1783
JAAMOC010000914.1	CHR_UNK	1784
JAAMOC010000915.1	CHR_UNK	1785
JAAMOC010000916.1	CHR_UNK	1786
JAAMOC010000917.1	CHR_UNK	1787
JAAMOC010000918.1	CHR_UNK	1788
JAAMOC010000919.1	CHR_UNK	1789
JAAMOC010000920.1	CHR_UNK	1790
JAAMOC010000921.1	CHR_UNK	1791
JAAMOC010000922.1	CHR_UNK	1792
JAAMOC010000923.1	CHR_UNK	1793
JAAMOC010000924.1	CHR_UNK	1794
JAAMOC010000925.1	CHR_UNK	1795
JAAMOC010000926.1	CHR_UNK	1796
JAAMOC010000927.1	CHR_UNK	1797
JAAMOC010000928.1	CHR_UNK	1798
JAAMOC010000929.1	CHR_UNK	1799
JAAMOC010000930.1	CHR_UNK	1800
JAAMOC010000931.1	CHR_UNK	1801
JAAMOC010000932.1	CHR_UNK	1802
JAAMOC010000933.1	CHR_UNK	1803
JAAMOC010000934.1	CHR_UNK	1804
JAAMOC010000935.1	CHR_UNK	1805
JAAMOC010000936.1	CHR_UNK	1806
JAAMOC010000937.1	CHR_UNK	1807
JAAMOC010000938.1	CHR_UNK	1808
JAAMOC010000939.1	CHR_UNK	1809
JAAMOC010000940.1	CHR_UNK	1810
JAAMOC010000941.1	CHR_UNK	1811
JAAMOC010000942.1	CHR_UNK	1812
JAAMOC010000943.1	CHR_UNK	1813
JAAMOC010000944.1	CHR_UNK	1814
JAAMOC010000945.1	CHR_UNK	1815
JAAMOC010000946.1	CHR_UNK	1816
JAAMOC010000947.1	CHR_UNK	1817
JAAMOC010000948.1	CHR_UNK	1818
JAAMOC010000949.1	CHR_UNK	1819
JAAMOC010000950.1	CHR_UNK	1820
JAAMOC010000951.1	CHR_UNK	1821
JAAMOC010000952.1	CHR_UNK	1822
JAAMOC010000953.1	CHR_UNK	1823
JAAMOC010000954.1	CHR_UNK	1824
JAAMOC010000955.1	CHR_UNK	1825
JAAMOC010000956.1	CHR_UNK	1826
JAAMOC010000957.1	CHR_UNK	1827
JAAMOC010000958.1	CHR_UNK	1828
JAAMOC010000959.1	CHR_UNK	1829
JAAMOC010000960.1	CHR_UNK	1830
JAAMOC010000961.1	CHR_UNK	1831
JAAMOC010000962.1	CHR_UNK	1832
JAAMOC010000963.1	CHR_UNK	1833
JAAMOC010000964.1	CHR_UNK	1834
JAAMOC010000965.1	CHR_UNK	1835
JAAMOC010000966.1	CHR_UNK	1836
JAAMOC010000967.1	CHR_UNK	1837
JAAMOC010000968.1	CHR_UNK	1838
JAAMOC010000969.1	CHR_UNK	1839
JAAMOC010000970.1	CHR_UNK	1840
JAAMOC010000971.1	CHR_UNK	1841
JAAMOC010000972.1	CHR_UNK	1842
JAAMOC010000973.1	CHR_UNK	1843
JAAMOC010000974.1	CHR_UNK	1844
JAAMOC010000975.1	CHR_UNK	1845
JAAMOC010000976.1	CHR_UNK	1846
JAAMOC010000977.1	CHR_UNK	1847
JAAMOC010000978.1	CHR_UNK	1848
JAAMOC010000979.1	CHR_UNK	1849
JAAMOC010000980.1	CHR_UNK	1850
JAAMOC010000981.1	CHR_UNK	1851
JAAMOC010000982.1	CHR_UNK	1852
JAAMOC010000983.1	CHR_UNK	1853
JAAMOC010000984.1	CHR_UNK	1854
JAAMOC010000985.1	CHR_UNK	1855
JAAMOC010000986.1	CHR_UNK	1856
JAAMOC010000987.1	CHR_UNK	1857
JAAMOC010000988.1	CHR_UNK	1858
JAAMOC010000989.1	CHR_UNK	1859
JAAMOC010000990.1	CHR_UNK	1860
JAAMOC010000991.1	CHR_UNK	1861
JAAMOC010000992.1	CHR_UNK	1862
JAAMOC010000993.1	CHR_UNK	1863
JAAMOC010000994.1	CHR_UNK	1864
JAAMOC010000995.1	CHR_UNK	1865
JAAMOC010000996.1	CHR_UNK	1866
JAAMOC010000997.1	CHR_UNK	1867
JAAMOC010000998.1	CHR_UNK	1868
JAAMOC010000999.1	CHR_UNK	1869
CM022184.1	mitochondrion	1870
